uniqueId,date,index_name,company,type,rating,price,fluct_rate
134289279131152,,NDX,NASDAQ,non-LargeCap,2,,7.03
134289279131296,,300,SNP,LargeCap,3,159,14.58
134289279131104,2022-06-23,300,SNP,LargeCap,2,121,
134289279130960,2022-07-21,NDX,NASDAQ,non-LargeCap,3,106,22.27
134289279126208,2022-10-30,SOX,NASDAQ,non-LargeCap,2,178,12.2
134289279130912,2022-11-11,NQGI,NASDAQ,non-LargeCap,3,130,16.47
134289279130768,2022-06-11,IA,DJ,non-LargeCap,4,114,15.08
134289279130528,2022-01-03,DSI,DJ,non-LargeCap,2,152,7.06
134289279130720,2022-11-20,D30,DJ,non-LargeCap,3,145,19.47
134289279130480,2022-07-07,SOX,NASDAQ,non-LargeCap,,107,20.11
134289279126880,2022-06-11,400,SNP,LargeCap,2,252,
134289279128032,2022-05-06,400,SNP,LargeCap,2,138,7.33
134289279127792,2022-11-16,300,SNP,LargeCap,5,155,8.55
134289279127984,2022-04-30,IA,DJ,non-LargeCap,2,115,7.3
134289279128080,2022-05-30,NQGI,NASDAQ,non-LargeCap,1,110,13.87
134289279126304,2022-11-15,IA,DJ,non-LargeCap,4,124,7.36
134289279127408,2022-02-25,400,SNP,LargeCap,,197,6.86
134289279127456,,DSI,DJ,non-LargeCap,2,113,14.45
134289279126256,2022-10-02,DSI,DJ,non-LargeCap,4,173,22.32
134289279126832,2022-03-10,NQGI,NASDAQ,non-LargeCap,2,113,17.31
134289279126544,2022-08-02,IA,DJ,non-LargeCap,2,191,9.03
134289279126448,2022-07-14,500,SNP,LargeCap,3,117,23.24
134289279127504,2022-10-13,400,SNP,LargeCap,3,237,18.23
134289279128272,2022-07-15,DSI,DJ,non-LargeCap,4,214,21.09
134289279132304,2022-09-13,400,SNP,LargeCap,1,264,6.24
134289279136288,2022-10-13,400,SNP,LargeCap,2,194,18.49
134289279125248,2022-05-30,IA,DJ,non-LargeCap,3,171,15.35
134289279132208,2022-01-23,400,SNP,LargeCap,5,284,14.02
134289279132448,2022-06-17,DSI,DJ,non-LargeCap,4,105,
134289279127360,2022-06-04,500,SNP,LargeCap,4,197,19.03
134289279123760,2022-03-23,NQGI,NASDAQ,non-LargeCap,4,112,14.8
134289279123712,2022-03-30,500,SNP,LargeCap,3,109,7.45
134289279123808,2022-07-22,SOX,NASDAQ,non-LargeCap,3,244,
134289279133024,2022-10-31,IA,DJ,non-LargeCap,1,107,16.61
134289279136096,2022-04-16,400,SNP,LargeCap,2,,23.43
134289279131632,2022-06-27,SOX,NASDAQ,non-LargeCap,4,159,15.53
134289279132496,2022-03-15,500,SNP,LargeCap,1,,14.62
134289279134128,2022-09-13,NDX,NASDAQ,non-LargeCap,2,155,16.25
134289279133840,2022-06-10,400,SNP,LargeCap,2,254,8.37
134289279134176,2022-06-30,400,SNP,LargeCap,4,262,16.12
134289279133984,2022-08-04,400,SNP,LargeCap,2,208,22.26
134289279134032,2022-05-18,D30,DJ,non-LargeCap,4,163,12.98
134289279133744,2022-07-10,500,SNP,LargeCap,2,174,12.48
134289279132544,,SOX,NASDAQ,non-LargeCap,3,113,7.21
134289279127600,2022-10-22,NDX,NASDAQ,non-LargeCap,3,231,13.53
134289279138784,2022-05-26,DSI,DJ,non-LargeCap,2,127,17.81
134289279126160,2022-07-10,DSI,DJ,non-LargeCap,2,128,14.29
134289279130384,2022-11-09,400,SNP,LargeCap,2,136,18.13
134289279132160,2022-10-28,D30,DJ,non-LargeCap,3,231,17.3
134289279124480,2022-06-24,DSI,DJ,non-LargeCap,3,213,9.83
134289279124576,2022-03-11,DSI,DJ,non-LargeCap,4,202,12.72
134289279124912,2022-08-31,300,SNP,LargeCap,2,225,9.4
134289279124864,2022-03-29,300,SNP,LargeCap,1,164,9.21
134289279124768,2022-06-03,SOX,NASDAQ,non-LargeCap,3,170,5.89
134289279124720,2022-07-11,NDX,NASDAQ,non-LargeCap,4,112,8.91
134289279124816,2022-03-15,NDX,NASDAQ,non-LargeCap,2,112,7.19
134289279124432,2022-07-11,300,SNP,LargeCap,3,103,20.21
134289279124144,2022-01-23,500,SNP,LargeCap,3,138,
134289279124096,2022-06-25,300,SNP,LargeCap,3,132,16.34
134289279124000,2022-05-06,IA,DJ,non-LargeCap,2,135,9.24
134289279123952,2022-08-17,D30,DJ,non-LargeCap,3,,19.09
134289279124048,2022-07-12,NDX,NASDAQ,non-LargeCap,4,159,13.9
134289279124384,2022-09-02,SOX,NASDAQ,non-LargeCap,3,153,15.62
134289279128656,2022-08-12,SOX,NASDAQ,non-LargeCap,3,130,22.62
134289279128704,2022-04-14,300,SNP,LargeCap,4,104,10.86
134289279128752,2022-04-01,500,SNP,LargeCap,3,130,12.84
134289279128800,2022-11-27,300,SNP,LargeCap,3,124,8.6
134289279128848,2022-01-15,500,SNP,LargeCap,5,159,17.38
134289279128896,2022-08-17,NQGI,NASDAQ,non-LargeCap,1,104,13.23
134289279129040,2022-05-29,NDX,NASDAQ,non-LargeCap,3,144,21.67
134289279129088,2022-10-04,400,SNP,LargeCap,2,275,23.15
134289279129136,2022-01-04,400,SNP,LargeCap,4,206,6.47
134289279129184,2022-04-28,D30,DJ,non-LargeCap,4,208,16.56
134289279129232,2022-10-19,300,SNP,LargeCap,2,168,23.18
134289279129280,2022-08-27,SOX,NASDAQ,non-LargeCap,3,148,10.67
134289279129328,2022-03-31,NQGI,NASDAQ,non-LargeCap,2,170,16.02
134289279129376,2022-02-25,IA,DJ,non-LargeCap,2,100,19.66
134289279129424,2022-06-21,IA,DJ,non-LargeCap,2,114,14.54
134289279129472,2022-04-06,DSI,DJ,non-LargeCap,2,132,23.07
134289279129808,2022-05-17,500,SNP,LargeCap,,147,11.83
134289279129760,2022-06-29,NDX,NASDAQ,non-LargeCap,3,107,20.21
134289279129712,2022-12-18,IA,DJ,non-LargeCap,3,102,14.3
134289279129664,2022-08-10,DSI,DJ,non-LargeCap,3,211,
134289279129616,2022-02-23,SOX,NASDAQ,non-LargeCap,3,159,14.7
134289279129568,,NQGI,NASDAQ,non-LargeCap,4,190,5.27
134289279129520,2022-11-10,IA,DJ,non-LargeCap,,166,18.14
134289279138112,2022-07-30,SOX,NASDAQ,non-LargeCap,2,149,12.15
134289279137920,,300,SNP,LargeCap,2,185,15.87
134289279138208,2022-01-04,500,SNP,LargeCap,3,104,15.91
134289279138544,2022-06-24,D30,DJ,non-LargeCap,3,183,16.36
134289279138496,,500,SNP,LargeCap,2,159,14.31
134289279138400,2022-07-21,D30,DJ,non-LargeCap,2,196,16.35
134289279126064,2022-07-16,500,SNP,LargeCap,3,176,15.58
134289279125920,2022-05-31,300,SNP,LargeCap,3,103,20.36
134289279125968,2022-07-03,DSI,DJ,non-LargeCap,3,143,22.85
134289279126016,2022-06-09,DSI,DJ,non-LargeCap,2,148,11.94
134289279125728,2022-10-22,IA,DJ,non-LargeCap,4,142,8.08
134289279126112,2022-05-30,300,SNP,LargeCap,4,153,13.19
134289279125680,2022-04-26,NQGI,NASDAQ,non-LargeCap,2,203,13.18
134289279125824,2022-03-17,IA,DJ,non-LargeCap,3,,7.83
134289279125872,2022-02-21,NQGI,NASDAQ,non-LargeCap,4,130,15.41
134289279130096,2022-08-08,NQGI,NASDAQ,non-LargeCap,3,118,20.78
134289279130240,2022-10-17,400,SNP,LargeCap,1,209,18.83
134289279130192,2022-08-13,DSI,DJ,non-LargeCap,4,165,12.81
134289279130144,2022-11-24,IA,DJ,non-LargeCap,3,203,7.22
134289279130048,2022-10-31,300,SNP,LargeCap,5,160,13.85
134289279130288,2022-05-20,NQGI,NASDAQ,non-LargeCap,3,,16.43
134289279125776,2022-12-15,500,SNP,LargeCap,2,138,5.94
134289279125632,2022-03-21,500,SNP,LargeCap,2,156,16.88
134289279139744,2022-03-02,NDX,NASDAQ,non-LargeCap,5,103,11.03
134289279139552,2022-12-24,500,SNP,LargeCap,3,157,16.91
134289279139312,2022-05-12,NQGI,NASDAQ,non-LargeCap,,156,9.2
134289279139216,2022-01-13,D30,DJ,non-LargeCap,2,121,
134289279139120,,400,SNP,LargeCap,4,128,10.89
134289279139168,2022-06-22,SOX,NASDAQ,non-LargeCap,4,115,17.48
134289279139264,2022-10-03,DSI,DJ,non-LargeCap,2,,23.72
134289279139072,2022-03-06,300,SNP,LargeCap,3,139,11.84
134289279138976,2022-08-26,300,SNP,LargeCap,3,143,12.02
134289279133648,2022-10-06,D30,DJ,non-LargeCap,4,211,20.61
134289279126400,2022-08-17,NQGI,NASDAQ,non-LargeCap,4,123,20.21
134289279126352,2022-12-15,400,SNP,LargeCap,2,122,22.76
134289279123520,2022-07-31,NDX,NASDAQ,non-LargeCap,1,113,23.05
134289279123568,2022-05-15,NQGI,NASDAQ,non-LargeCap,4,145,20.35
134289279123616,2022-10-28,NQGI,NASDAQ,non-LargeCap,2,106,15.1
134289279123904,2022-04-19,500,SNP,LargeCap,2,138,22.02
134289279124288,2022-12-22,D30,DJ,non-LargeCap,2,123,12.91
134289279124192,2022-05-25,DSI,DJ,non-LargeCap,3,110,11.94
134289279124240,2022-07-15,DSI,DJ,non-LargeCap,2,131,10.39
134289279124336,2022-08-26,SOX,NASDAQ,non-LargeCap,2,108,23.9
134289279136048,2022-09-09,D30,DJ,non-LargeCap,3,120,
134289279136000,2022-04-07,DSI,DJ,non-LargeCap,1,155,9.81
134289279138880,2022-05-02,400,SNP,LargeCap,,117,
134289279138928,2022-12-07,DSI,DJ,non-LargeCap,2,149,20.13
134289279139024,,300,SNP,LargeCap,,123,18.39
134289279138832,2022-08-15,NQGI,NASDAQ,non-LargeCap,4,119,19.81
134289279138736,2022-06-10,NQGI,NASDAQ,non-LargeCap,4,142,17.19
134289279138640,2022-06-10,SOX,NASDAQ,non-LargeCap,5,122,19.99
134289279138688,,SOX,NASDAQ,non-LargeCap,,172,18.34
134289279134464,2022-06-12,NQGI,NASDAQ,non-LargeCap,,130,18.47
134289279138592,2022-03-26,500,SNP,LargeCap,3,147,13.13
134289279130336,2022-11-30,NQGI,NASDAQ,non-LargeCap,4,107,23.92
134289279139648,2022-11-20,500,SNP,LargeCap,2,209,10.52
134289279135760,2022-05-01,300,SNP,LargeCap,5,213,15.89
134289279135664,2022-09-04,DSI,DJ,non-LargeCap,4,213,10.35
134289279135568,2022-01-18,NDX,NASDAQ,non-LargeCap,2,,11.86
134289279135616,2022-11-06,500,SNP,LargeCap,2,154,8.06
134289279135712,2022-11-05,500,SNP,LargeCap,2,107,14.51
134289279133696,2022-10-06,IA,DJ,non-LargeCap,1,123,16.08
134289279133888,2022-07-04,IA,DJ,non-LargeCap,3,136,18.29
134289279133936,2022-08-28,300,SNP,LargeCap,5,133,11.49
134289279134080,2022-10-13,IA,DJ,non-LargeCap,2,132,11.07
134289279133456,2022-04-17,IA,DJ,non-LargeCap,5,105,11.8
134289279133504,2022-05-02,IA,DJ,non-LargeCap,,107,19.03
134289279134272,2022-06-05,SOX,NASDAQ,non-LargeCap,1,,5.43
134289279134368,2022-08-24,400,SNP,LargeCap,2,,23.08
134289279134848,2022-08-21,IA,DJ,non-LargeCap,2,117,20.88
134289279134656,2022-10-31,IA,DJ,non-LargeCap,4,294,9.48
134290184618432,2022-01-29,NQGI,NASDAQ,non-LargeCap,,196,14.97
134290184624288,2022-05-09,NDX,NASDAQ,non-LargeCap,2,226,16.62
134290184629280,2022-06-23,NDX,NASDAQ,non-LargeCap,5,114,14.83
134290184631488,2022-04-30,400,SNP,LargeCap,3,271,17.8
134290184631584,2022-03-03,NQGI,NASDAQ,non-LargeCap,2,219,14.32
134290184624192,2022-03-11,NDX,NASDAQ,non-LargeCap,2,160,12.67
134290184624240,2022-07-08,NQGI,NASDAQ,non-LargeCap,4,116,
134290184620928,2022-11-03,500,SNP,LargeCap,3,102,
134290184630432,2022-08-30,400,SNP,LargeCap,2,,12.17
134290184630576,2022-05-10,300,SNP,LargeCap,2,112,12.13
134290184630816,2022-05-20,NQGI,NASDAQ,non-LargeCap,3,114,18.37
134290184630528,2022-09-25,D30,DJ,non-LargeCap,3,130,19.36
134290184631104,2022-04-26,IA,DJ,non-LargeCap,3,142,16.61
134290184631056,2022-06-15,NDX,NASDAQ,non-LargeCap,2,149,12.61
134290184620304,2022-04-06,SOX,NASDAQ,non-LargeCap,5,129,21.44
134290184622656,2022-03-14,400,SNP,LargeCap,3,154,
134290184622368,2022-10-06,NQGI,NASDAQ,non-LargeCap,3,120,21.16
134290184622608,2022-08-07,D30,DJ,non-LargeCap,3,112,21.59
134290184622560,2022-06-26,400,SNP,LargeCap,3,148,16.82
134290184622752,2022-10-23,IA,DJ,non-LargeCap,2,177,19.1
134290184622800,2022-06-25,500,SNP,LargeCap,4,108,24.65
134290184620832,2022-03-31,NDX,NASDAQ,non-LargeCap,2,156,17.82
134290184626832,2022-09-13,500,SNP,LargeCap,1,136,15.76
134290184626736,2022-09-28,NQGI,NASDAQ,non-LargeCap,3,134,9.54
134290184626928,2022-10-31,300,SNP,LargeCap,3,107,16.24
134290184621312,2022-07-07,IA,DJ,non-LargeCap,2,168,14.72
134290184618960,2022-07-03,DSI,DJ,non-LargeCap,4,206,5.75
134290184626256,2022-05-16,D30,DJ,non-LargeCap,1,181,11.09
134290184623664,2022-08-25,IA,DJ,non-LargeCap,2,214,11.47
134290184620016,2022-05-05,NDX,NASDAQ,non-LargeCap,3,105,9.26
134290184626160,2022-07-22,500,SNP,LargeCap,3,203,14.93
134290184621552,2022-11-22,500,SNP,LargeCap,2,159,17.72
134290184627120,2022-06-09,400,SNP,LargeCap,3,187,16.0
134290184618048,2022-03-15,DSI,DJ,non-LargeCap,4,107,19.95
134290184619296,2022-07-19,500,SNP,LargeCap,3,128,16.07
134290184620448,2022-11-03,300,SNP,LargeCap,4,105,7.66
134290184618720,2022-05-10,IA,DJ,non-LargeCap,3,161,9.97
134290184623136,2022-02-16,SOX,NASDAQ,non-LargeCap,2,115,17.48
134290184620496,2022-07-11,NDX,NASDAQ,non-LargeCap,3,109,12.5
134290184621504,2022-09-25,NQGI,NASDAQ,non-LargeCap,1,152,21.82
134290184622128,2022-09-25,DSI,DJ,non-LargeCap,4,106,18.79
134290184621648,2022-08-26,IA,DJ,non-LargeCap,3,161,12.32
134290184621984,2022-12-05,300,SNP,LargeCap,,102,11.37
134290184620400,2022-07-09,NDX,NASDAQ,non-LargeCap,4,241,14.72
134290184630960,2022-02-03,NDX,NASDAQ,non-LargeCap,2,168,21.6
134290184630480,2022-12-14,SOX,NASDAQ,non-LargeCap,4,144,5.16
134290184630672,2022-06-15,DSI,DJ,non-LargeCap,3,105,
134290184630384,2022-06-04,400,SNP,LargeCap,2,104,10.75
134290184618144,2022-07-03,D30,DJ,non-LargeCap,,127,15.66
134290184632304,2022-08-06,300,SNP,LargeCap,4,113,17.44
134290184632400,2022-06-29,DSI,DJ,non-LargeCap,4,202,10.27
134290184632352,2022-06-18,IA,DJ,non-LargeCap,2,141,13.27
134290184621792,2022-04-07,NQGI,NASDAQ,non-LargeCap,4,248,10.57
134290184628032,2022-05-14,IA,DJ,non-LargeCap,3,156,11.07
134290184626400,2022-05-24,IA,DJ,non-LargeCap,4,142,11.9
134290184628752,2022-04-07,300,SNP,LargeCap,2,169,9.39
134290184628224,2022-12-19,300,SNP,LargeCap,3,148,8.73
134290184626352,,500,SNP,LargeCap,2,214,8.57
134290184625872,2022-07-18,DSI,DJ,non-LargeCap,3,129,12.73
134290184621696,2022-10-20,DSI,DJ,non-LargeCap,4,204,24.66
134290184628704,,NQGI,NASDAQ,non-LargeCap,5,118,21.71
134290184628128,2022-07-26,DSI,DJ,non-LargeCap,4,261,
134290184626592,,400,SNP,LargeCap,3,170,19.69
134290184627984,2022-07-22,IA,DJ,non-LargeCap,1,116,20.66
134290184628560,2022-06-10,DSI,DJ,non-LargeCap,2,194,16.82
134290184628320,2022-07-12,D30,DJ,non-LargeCap,4,130,15.54
134290184628272,2022-04-20,400,SNP,LargeCap,3,116,13.08
134290184628080,2022-11-07,300,SNP,LargeCap,3,121,9.38
134290184628176,2022-01-19,IA,DJ,non-LargeCap,2,116,18.88
134290184627936,2022-07-13,300,SNP,LargeCap,4,171,17.9
134290184625632,2022-04-09,NQGI,NASDAQ,non-LargeCap,2,181,14.24
134290184629184,2022-09-03,400,SNP,LargeCap,3,165,22.81
134290184625392,2022-03-04,NQGI,NASDAQ,non-LargeCap,2,152,9.0
134290184625440,2022-11-25,DSI,DJ,non-LargeCap,5,171,21.2
134290184625536,2022-07-15,SOX,NASDAQ,non-LargeCap,2,146,15.52
134290184625584,2022-05-26,400,SNP,LargeCap,3,209,21.03
134290184619536,2022-08-04,DSI,DJ,non-LargeCap,2,114,14.32
134290184628944,2022-07-21,500,SNP,LargeCap,4,142,18.63
134290184629232,2022-02-06,NDX,NASDAQ,non-LargeCap,4,,13.8
134290184630000,2022-03-25,SOX,NASDAQ,non-LargeCap,4,114,21.43
134290184629136,2022-10-17,400,SNP,LargeCap,3,163,13.88
134290184629616,2022-04-09,NQGI,NASDAQ,non-LargeCap,4,166,9.36
134290184626448,2022-03-02,NQGI,NASDAQ,non-LargeCap,2,124,8.03
134290184630624,2022-05-04,SOX,NASDAQ,non-LargeCap,3,110,10.8
134290184630912,,400,SNP,LargeCap,1,141,24.0
134290184628368,2022-10-11,D30,DJ,non-LargeCap,2,111,17.53
134290184630288,2022-09-21,NQGI,NASDAQ,non-LargeCap,3,166,14.71
134290184630336,2022-09-01,NQGI,NASDAQ,non-LargeCap,1,158,8.4
134290184630144,2022-04-15,D30,DJ,non-LargeCap,3,124,6.39
134290184630096,2022-09-16,SOX,NASDAQ,non-LargeCap,3,139,18.87
134290184630240,2022-11-28,NQGI,NASDAQ,non-LargeCap,3,168,7.97
134290184632016,2022-04-13,NQGI,NASDAQ,non-LargeCap,3,152,13.05
